0,2699,1392249600
0,3297,1392249600
1,2236,1401408000
1,1110,1401408000
2,2330,1391990400
2,609,1391990400
2,721,1373500800
2,2106,1373500800
2,1036,1373500800
3,1969,1403481600
3,3230,1403481600
4,267,1402963200
4,3439,1402963200
5,2558,1402876800
5,647,1402876800
6,689,1402012800
6,170,1402012800
7,2264,1401408000
7,2884,1401408000
8,1312,1399420800
8,1004,1399420800
9,971,1398902400
9,194,1398902400
10,2159,1398124800
10,1771,1398124800
10,546,1398816000
10,637,1398816000
10,2904,1398816000
10,2434,1398816000
10,2603,1398816000
10,3304,1398816000
10,3315,1398816000
10,2997,1398816000
11,2994,1396656000
11,346,1396656000
12,415,1396483200
12,36,1396483200
13,3148,1396396800
13,794,1396396800
14,2859,1394841600
14,1560,1394841600
15,1545,1394409600
15,2818,1394409600
16,483,1394064000
16,79,1394064000
17,3091,1393891200
17,1901,1393891200
18,3440,1393804800
18,1089,1393804800
19,3296,1402012800
19,3230,1402012800
20,960,1392336000
20,205,1392336000
21,156,1391904000
21,1496,1391904000
22,513,1390521600
22,480,1390521600
23,1482,1390521600
23,1597,1390521600
24,2253,1390089600
24,1032,1390089600
25,583,1390003200
25,741,1390003200
26,1932,1389657600
26,2733,1389657600
27,2476,1389571200
27,490,1389571200
28,1480,1389052800
28,223,1389052800
29,283,1388707200
29,3360,1388707200
30,108,1388620800
30,292,1388620800
31,3429,1388620800
31,710,1388620800
32,449,1388448000
32,926,1388448000
33,1884,1388102400
33,517,1388102400
34,637,1365120000
34,602,1365120000
35,95,1386201600
35,1739,1386201600
36,712,1385942400
36,2723,1385942400
37,933,1382486400
37,3410,1382486400
38,3570,1382140800
38,3571,1382140800
39,2083,1380585600
39,3255,1380585600
40,1813,1379808000
40,2545,1379808000
41,874,1379030400
41,3383,1379030400
42,701,1377043200
42,565,1377043200
43,741,1391644800
43,2681,1391644800
44,2915,1375660800
44,914,1375660800
45,2963,1399248000
45,3360,1399248000
46,2472,1374278400
46,2820,1374278400
47,3572,1374105600
47,1562,1374105600
48,386,1373500800
48,3189,1373500800
49,2135,1405987200
49,2969,1405987200
49,2023,1405987200
49,2969,1405987200
49,2135,1405987200
50,2007,1404604800
50,2442,1404604800
50,2311,1404604800
51,891,1405468800
51,2510,1405468800
51,1975,1405468800
52,1792,1405123200
52,3364,1405123200
52,1939,1405123200
53,485,1405036800
53,2257,1405036800
53,2257,1405036800
53,3441,1405036800
53,485,1405036800
54,486,1405036800
54,2017,1405036800
54,880,1405036800
55,1954,1404864000
55,523,1404864000
55,103,1404864000
55,523,1404864000
55,1954,1404864000
56,95,1404777600
56,189,1404777600
56,2801,1404777600
57,966,1404518400
57,1110,1404518400
58,1520,1404432000
58,2177,1404432000
58,2946,1404432000
58,2177,1404432000
58,1520,1404432000
59,3272,1403827200
59,94,1403827200
59,3573,1403827200
59,3573,1403827200
59,94,1403827200
60,900,1403827200
60,871,1403827200
60,3574,1403827200
61,2091,1402790400
61,2540,1402790400
61,2374,1402790400
62,3217,1402617600
62,937,1402617600
62,2008,1402617600
62,2008,1402617600
62,937,1402617600
63,1267,1402272000
63,2851,1402272000
63,787,1402272000
63,787,1402272000
63,1267,1402272000
64,745,1401667200
64,3226,1401667200
64,3226,1401667200
64,1997,1401667200
64,745,1401667200
65,2752,1401148800
65,1818,1401148800
65,950,1401148800
66,1346,1400025600
66,1925,1400025600
66,566,1400025600
67,2662,1400025600
67,2983,1400025600
67,1177,1400025600
68,1086,1399680000
68,2699,1399680000
68,328,1399680000
69,969,1399420800
69,2533,1399420800
69,2721,1399420800
70,1669,1399248000
70,2889,1399248000
70,3575,1399248000
71,761,1399075200
71,448,1399075200
71,1622,1399075200
72,3142,1398729600
72,3006,1398729600
72,1013,1398729600
72,1013,1398729600
72,3142,1398729600
73,252,1398556800
73,2070,1398556800
73,1740,1398556800
74,1600,1398297600
74,2469,1398297600
74,2063,1398297600
74,2063,1398297600
74,1600,1398297600
75,3192,1398124800
75,3217,1398124800
75,3283,1398124800
75,3283,1398124800
75,3192,1398124800
76,181,1397692800
76,2594,1397692800
76,2594,1397692800
76,181,1397692800
76,487,1397692800
77,1285,1397174400
77,314,1397174400
77,1585,1397174400
77,314,1397174400
77,1285,1397174400
78,2126,1397088000
78,862,1397088000
78,1744,1397088000
79,593,1396915200
79,729,1396915200
79,1698,1396915200
80,2597,1396828800
80,393,1396828800
81,1610,1395705600
81,622,1395705600
81,323,1395705600
82,308,1395532800
82,2495,1395532800
82,3015,1395532800
83,1162,1394582400
83,1036,1394582400
83,1036,1394582400
83,388,1394582400
83,1162,1394582400
84,2461,1394064000
84,56,1394064000
85,2937,1394064000
85,1153,1394064000
86,2788,1393632000
86,2494,1393632000
87,3102,1393545600
87,1953,1393545600
87,1953,1393545600
87,3102,1393545600
87,2344,1393545600
88,2979,1393372800
88,3181,1393372800
88,1295,1393372800
88,3181,1393372800
88,2979,1393372800
89,1161,1393286400
89,1140,1393286400
89,2666,1393286400
89,1140,1393286400
89,1161,1393286400
90,2642,1392768000
90,2144,1392768000
90,2144,1392768000
90,259,1392768000
90,2642,1392768000
91,1830,1391990400
91,1561,1391990400
91,860,1391990400
91,881,1392854400
91,2037,1392854400
91,3450,1386288000
91,3449,1386288000
91,3448,1386288000
91,3449,1386288000
91,3211,1386288000
91,3450,1386288000
91,114,1386115200
91,2716,1386115200
91,2462,1386115200
91,1466,1386115200
91,2775,1403654400
91,1598,1403654400
91,3726,1403654400
91,86,1403654400
91,3727,1403654400
91,3122,1403654400
92,2284,1391990400
92,1408,1391990400
92,3576,1391990400
93,136,1391644800
93,2865,1391644800
93,2865,1391644800
93,2302,1391644800
94,3079,1391558400
94,2479,1391558400
95,1301,1391472000
95,2186,1391472000
96,1754,1390867200
96,127,1390867200
96,127,1390867200
96,1754,1390867200
96,2786,1390867200
97,1688,1390780800
97,2627,1390780800
98,2212,1390608000
98,3049,1390608000
99,2681,1390521600
99,2262,1390521600
100,556,1390003200
100,475,1390003200
100,2851,1390003200
100,2851,1390003200
100,475,1390003200
101,395,1389657600
101,2906,1389657600
101,2906,1389657600
101,395,1389657600
101,3168,1389657600
102,2179,1389657600
102,2782,1389657600
102,122,1389657600
103,2528,1389398400
103,178,1389398400
103,2353,1389398400
104,919,1389139200
104,2594,1389139200
104,2594,1389139200
104,919,1389139200
104,1476,1389139200
104,2276,1386288000
104,1443,1386288000
105,2832,1389052800
105,2125,1389052800
105,126,1389052800
106,3054,1387497600
106,3713,1387497600
107,546,1387152000
107,1061,1387152000
108,1050,1386892800
108,2281,1386892800
108,719,1386892800
109,1437,1386547200
109,1812,1386547200
109,3237,1386547200
110,332,1385251200
110,324,1385251200
110,1926,1385251200
110,1926,1385251200
110,324,1385251200
111,1110,1384992000
111,3215,1384992000
112,2768,1384992000
112,2236,1384992000
112,388,1384992000
113,2681,1384473600
113,1280,1384473600
114,2513,1384300800
114,1139,1384300800
115,3232,1383350400
115,639,1383350400
115,546,1383350400
116,1731,1383091200
116,3442,1383091200
116,1525,1383091200
117,33,1382140800
117,1517,1382140800
117,511,1382140800
118,1719,1381363200
118,1587,1381363200
118,2429,1381363200
119,762,1380672000
119,13,1380672000
119,831,1380672000
120,179,1380153600
120,2156,1380153600
120,377,1380153600
121,2688,1379635200
121,3034,1379635200
121,2890,1379635200
121,2688,1379635200
121,3034,1379635200
121,3034,1379635200
121,2688,1379635200
121,2890,1379635200
121,1316,1402963200
121,2567,1402963200
121,567,1402963200
121,1316,1402963200
121,692,1402963200
121,849,1402963200
121,3058,1402963200
122,280,1378771200
122,374,1378771200
122,2300,1378771200
122,280,1378771200
122,374,1378771200
123,1231,1378166400
123,2613,1378166400
123,3207,1378166400
124,1095,1377993600
124,725,1377993600
124,143,1377993600
124,143,1377993600
124,1095,1377993600
125,2845,1377820800
125,2049,1377820800
125,956,1377820800
126,3233,1377388800
126,2992,1377388800
126,3392,1377388800
127,2193,1377388800
127,612,1377388800
127,3000,1377388800
127,3000,1377388800
127,2193,1377388800
128,1509,1377216000
128,645,1377216000
128,1320,1377216000
129,1222,1377129600
129,2708,1377129600
130,2663,1376784000
130,280,1376784000
131,1854,1376352000
131,1125,1376352000
131,2032,1376352000
132,2464,1376092800
132,2725,1376092800
132,1807,1376092800
133,3426,1375660800
133,752,1375660800
133,752,1375660800
133,1065,1375660800
133,3426,1375660800
134,1146,1375401600
134,1369,1375401600
135,1862,1375142400
135,2428,1375142400
135,295,1375142400
135,295,1375142400
135,2428,1375142400
136,2645,1374883200
136,3030,1374883200
137,1847,1374278400
137,1107,1374278400
138,3716,1373414400
138,3715,1373414400
138,3714,1373414400
139,1360,1373068800
139,1657,1373068800
139,2829,1373068800
139,1657,1373068800
139,1360,1373068800
140,2317,1372723200
140,795,1372723200
141,3195,1405987200
141,3296,1405987200
141,836,1405987200
141,515,1405987200
142,563,1405555200
142,2238,1405555200
142,3289,1405555200
143,3294,1404864000
143,1212,1404864000
143,2693,1404864000
143,2457,1404864000
144,1548,1404691200
144,2565,1404691200
144,1532,1404691200
144,558,1404691200
144,2565,1404691200
144,558,1404691200
144,1532,1404691200
144,1548,1404691200
145,1333,1404345600
145,1247,1404345600
145,1247,1404345600
145,1486,1404345600
145,302,1404345600
145,1333,1404345600
146,3577,1403827200
146,3069,1403827200
146,789,1403827200
146,2415,1403827200
147,2072,1403827200
147,2151,1403827200
147,1531,1403827200
148,1730,1402790400
148,3093,1402790400
149,763,1402444800
149,296,1402444800
149,3717,1402444800
150,3326,1402185600
150,587,1402185600
151,3369,1402012800
151,730,1402012800
151,3167,1402012800
151,730,1402012800
151,840,1402012800
152,2475,1401753600
152,494,1401753600
152,1659,1401753600
152,2872,1401753600
153,140,1401667200
153,3013,1401667200
153,2408,1401667200
153,833,1401667200
153,2408,1401667200
153,3013,1401667200
153,140,1401667200
154,1099,1401408000
154,1498,1401408000
154,1498,1401408000
154,3049,1401408000
154,1798,1401408000
154,1099,1401408000
155,549,1401062400
155,3186,1401062400
155,2459,1401062400
155,549,1401062400
155,3186,1401062400
155,549,1401062400
155,2459,1401062400
156,1067,1400976000
156,3578,1400976000
156,3413,1400976000
156,3579,1400976000
157,1631,1399939200
157,265,1399939200
157,1327,1399939200
157,3396,1399939200
158,3010,1399507200
158,589,1399507200
158,2348,1399507200
158,589,1399507200
158,2348,1399507200
158,2578,1399507200
158,589,1399507200
158,2348,1399507200
159,3340,1399507200
159,771,1399507200
160,2333,1398902400
160,2749,1398902400
160,1682,1398902400
160,3443,1398902400
161,1068,1398902400
161,695,1398902400
161,627,1398902400
161,2474,1398902400
162,2976,1398816000
162,2438,1398816000
162,2755,1398816000
162,3237,1398816000
163,2914,1398729600
163,1374,1398729600
163,1374,1398729600
163,2914,1398729600
163,1119,1398729600
163,3361,1398729600
164,1922,1398124800
164,203,1398124800
165,1287,1397952000
165,1465,1397952000
165,2542,1397952000
165,2881,1397952000
165,2542,1397952000
165,1465,1397952000
166,1093,1397520000
166,2730,1397520000
166,1899,1397520000
166,3082,1397520000
166,3082,1397520000
166,1899,1397520000
167,1283,1397347200
167,3355,1397347200
167,3119,1397347200
167,3,1397347200
168,110,1396828800
168,3581,1396828800
168,3580,1396828800
168,3581,1396828800
168,3580,1396828800
168,1671,1396828800
169,1156,1396828800
169,3020,1396828800
169,1157,1396828800
169,3125,1396828800
170,1472,1396483200
170,932,1396483200
170,1181,1396483200
170,3194,1396483200
170,3194,1396483200
170,1472,1396483200
171,122,1395878400
171,3094,1395878400
172,703,1395619200
172,1154,1395619200
172,3097,1395619200
172,703,1395619200
172,2195,1395619200
172,128,1395446400
172,3365,1395446400
172,1868,1395446400
172,267,1395446400
172,3494,1395446400
172,3335,1395446400
172,2693,1395446400
173,1976,1395619200
173,2977,1395619200
174,559,1395187200
174,3042,1395187200
174,1843,1395187200
174,1206,1395187200
174,1843,1395187200
174,3042,1395187200
174,559,1395187200
174,1843,1395187200
174,3042,1395187200
174,1206,1395187200
174,559,1395187200
175,172,1394409600
175,2791,1394409600
175,2351,1394409600
175,273,1394409600
176,226,1394064000
176,3444,1394064000
176,1611,1394064000
176,3117,1394064000
177,321,1393891200
177,3434,1393891200
177,1529,1393891200
177,321,1393891200
177,3434,1393891200
177,3062,1399680000
177,2333,1399680000
177,764,1399680000
177,3259,1399680000
177,2709,1399680000
177,15,1399680000
177,2064,1399680000
178,2518,1393891200
178,2681,1393891200
178,2681,1393891200
178,39,1393891200
178,2518,1393891200
178,3582,1393891200
179,514,1393891200
179,1191,1393891200
179,2894,1393891200
179,514,1393891200
179,2894,1393891200
180,1190,1393804800
180,1741,1393804800
181,1769,1393804800
181,1664,1393804800
181,1846,1393804800
181,1148,1393804800
181,1846,1393804800
181,1664,1393804800
182,1689,1393718400
182,3202,1393718400
182,2699,1393718400
182,1572,1393718400
183,2143,1393718400
183,3085,1393718400
183,2833,1393718400
183,2143,1393718400
183,3085,1393718400
183,1751,1393718400
183,2833,1393718400
184,1633,1393632000
184,2487,1393632000
185,865,1393113600
185,503,1393113600
186,3088,1392681600
186,107,1392681600
186,116,1392681600
186,3088,1392681600
186,107,1392681600
187,3583,1392595200
187,3584,1392595200
187,2259,1392595200
187,2239,1392595200
188,2245,1392336000
188,1700,1392336000
188,3112,1392336000
188,2763,1392336000
189,1734,1392336000
189,403,1392336000
189,3445,1392336000
189,403,1392336000
189,2799,1392336000
189,1734,1392336000
190,742,1392076800
190,3251,1392076800
191,3165,1391817600
191,2933,1391817600
191,1119,1391817600
191,3165,1391817600
191,439,1391817600
191,2933,1391817600
192,776,1391731200
192,1539,1391731200
192,2641,1391731200
192,435,1391731200
192,2641,1391731200
192,776,1391731200
192,435,1391731200
192,1539,1391731200
193,1591,1391558400
193,2321,1391558400
194,3043,1391558400
194,1644,1391558400
194,370,1391558400
194,938,1391558400
195,2944,1391472000
195,809,1391472000
196,2052,1391040000
196,1293,1391040000
196,2579,1391040000
196,892,1391040000
196,892,1391040000
196,1293,1391040000
196,2579,1391040000
196,2052,1391040000
197,1459,1390521600
197,1981,1390521600
198,2741,1390521600
198,1567,1390521600
198,2025,1390521600
198,2862,1390521600
199,2857,1390521600
199,2136,1390521600
200,2232,1390089600
200,3136,1390089600
200,362,1390089600
200,2232,1390089600
200,3136,1390089600
201,1634,1390003200
201,1124,1390003200
201,506,1390003200
201,1881,1390003200
201,506,1390003200
201,1124,1390003200
201,1634,1390003200
202,2919,1389484800
202,1910,1389484800
202,1788,1389484800
202,266,1389484800
203,1804,1389484800
203,3354,1389484800
203,1163,1389484800
203,2463,1389484800
203,2463,1389484800
203,1163,1389484800
203,3354,1389484800
204,3720,1389484800
204,3028,1389484800
204,3719,1389484800
204,3718,1389484800
205,604,1389312000
205,144,1389312000
205,749,1389312000
205,2403,1389312000
206,2261,1389225600
206,2880,1389225600
207,3186,1389052800
207,1998,1389052800
207,556,1389052800
207,1850,1389052800
208,1012,1388793600
208,611,1388793600
208,1500,1388793600
208,611,1388793600
208,1012,1388793600
208,62,1388793600
209,2744,1388448000
209,3585,1388448000
210,1052,1388361600
210,1074,1388361600
211,2111,1387584000
211,1893,1387584000
211,3195,1387584000
211,3230,1387584000
211,3230,1387584000
211,1893,1387584000
212,2167,1387411200
212,3446,1387411200
212,3446,1387411200
212,591,1387411200
212,3447,1387411200
212,2167,1387411200
213,2062,1387152000
213,1047,1387152000
213,3721,1387152000
213,557,1387152000
214,1834,1387065600
214,2089,1387065600
214,508,1387065600
214,2067,1387065600
214,2067,1387065600
214,2089,1387065600
214,2067,1387065600
214,2089,1387065600
214,1834,1387065600
215,100,1386806400
215,1591,1386806400
215,1656,1386806400
215,1037,1386806400
215,100,1386806400
215,1591,1386806400
215,1656,1386806400
215,1037,1386806400
216,970,1386460800
216,2313,1386460800
216,788,1386460800
216,970,1386460800
216,2313,1386460800
217,856,1386115200
217,2353,1386115200
217,3225,1386115200
217,3004,1386115200
218,931,1385856000
218,2544,1385856000
218,287,1385856000
218,287,1385856000
218,2544,1385856000
218,931,1385856000
218,401,1385856000
219,995,1385510400
219,3008,1385510400
219,740,1385510400
219,2808,1385510400
219,740,1385510400
219,3008,1385510400
219,995,1385510400
220,2214,1384732800
220,2104,1384732800
220,2100,1384732800
220,2663,1384732800
221,1613,1384473600
221,2604,1384473600
221,2955,1384473600
221,2796,1384473600
222,1126,1384041600
222,1108,1384041600
222,143,1384041600
222,1108,1384041600
222,23,1384041600
222,1126,1384041600
223,3426,1383955200
223,461,1383955200
224,3223,1383350400
224,945,1383350400
224,3223,1383350400
224,3296,1383350400
224,3296,1383350400
224,945,1383350400
224,3223,1383350400
224,262,1383350400
225,1752,1383004800
225,1110,1383004800
225,2851,1383004800
225,2278,1383004800
225,1110,1383004800
225,1752,1383004800
226,3722,1382745600
226,785,1382745600
227,2778,1382659200
227,176,1382659200
227,2524,1382659200
227,408,1382659200
227,1679,1386288000
227,872,1386288000
227,3546,1386288000
228,793,1382572800
228,3269,1382572800
229,2028,1382400000
229,2900,1382400000
229,1194,1382400000
229,1706,1382400000
230,529,1382227200
230,161,1382227200
230,770,1382227200
230,2590,1382227200
231,2396,1381536000
231,1676,1381536000
232,3163,1381536000
232,539,1381536000
232,2446,1381536000
232,3248,1381536000
232,2446,1381536000
232,539,1381536000
232,3163,1381536000
233,13,1381276800
233,2757,1381276800
233,2154,1381276800
233,678,1381276800
233,678,1381276800
233,2154,1381276800
233,13,1381276800
234,3023,1380931200
234,1817,1380931200
234,3011,1380931200
234,3408,1380931200
235,2490,1379808000
235,687,1379808000
235,996,1379808000
235,3451,1379808000
235,3451,1379808000
235,996,1379808000
235,3451,1379808000
235,687,1379808000
235,2490,1379808000
236,1814,1379635200
236,2235,1379635200
236,1814,1379635200
236,3351,1379635200
237,2535,1379548800
237,2869,1379548800
237,1171,1379548800
237,2646,1379548800
238,216,1379462400
238,1875,1379462400
238,3412,1379462400
238,1875,1379462400
238,216,1379462400
238,1092,1379462400
239,1074,1378944000
239,3161,1378944000
239,2406,1378944000
239,1451,1378944000
240,1171,1378598400
240,1243,1378598400
241,470,1378339200
241,2242,1378339200
241,2039,1378339200
241,2687,1378339200
242,1625,1376611200
242,306,1376611200
242,3061,1376611200
242,209,1376611200
242,209,1376611200
242,306,1376611200
243,2433,1376352000
243,3120,1376352000
243,180,1376352000
243,2433,1376352000
243,3120,1376352000
244,1584,1376265600
244,269,1376265600
244,356,1376265600
244,2426,1376265600
245,3373,1376092800
