0	2119
0	2521
0	998
1	995
1	2380
1	787
1	3115
2	1049
2	2076
2	2305
3	511
3	2018
3	1663
4	1663
4	2305
4	954
4	3281
4	108
4	2076
4	1049
4	2018
4	511
5	3350
5	2338
5	1401
6	783
6	1401
6	2077
6	2338
6	3350
7	2107
7	3417
7	2531
7	3416
7	2240
7	2972
7	568
8	3417
8	2531
8	2240
8	3415
9	418
9	2911
9	135
9	23
9	1218
10	418
10	23
10	1218
11	1473
11	2725
11	2385
11	2802
12	2759
12	1965
13	2251
13	1055
14	3311
14	261
15	2573
15	1940
15	1803
15	341
15	852
16	341
16	1803
16	1940
17	1482
17	2267
18	3285
18	1171
18	1429
19	13
19	1800
20	3285
20	1800
21	1657
21	2342
22	459
22	1602
23	1442
23	738
24	1442
24	3322
25	786
25	1981
26	1851
26	2327
27	1851
27	2915
27	1254
27	1647
28	2327
28	2852
29	1851
29	2327
30	285
30	2275
31	865
31	681
31	572
31	2821
31	1512
31	2306
32	2306
32	1512
33	1397
33	2779
34	1869
34	2630
34	1715
35	167
35	1740
35	3029
35	705
35	3149
36	3029
36	1740
36	167
37	871
37	2502
37	1506
37	2997
37	3448
37	2454
38	2454
38	2997
38	1506
38	2502
38	871
39	1051
39	1193
40	2662
40	2640
41	1471
41	3432
41	3198
41	2394
42	2394
42	3432
43	3277
43	1988
44	3498
44	1120
44	3248
44	3497
44	1532
45	2426
45	2135
46	995
46	865
46	406
46	725
46	1090
46	1388
46	1771
46	389
47	725
47	865
48	2521
48	658
49	1217
49	940
50	126
50	1220
50	2543
51	1533
51	2464
52	1406
52	2464
53	2254
53	3088
53	1980
53	1034
53	1030
53	34
54	1034
54	1030
54	34
55	2710
55	2339
55	360
55	1896
56	1896
56	2339
56	2710
57	662
57	1534
58	1404
58	2734
59	3447
59	310
60	129
60	176
61	2545
61	3303
62	3316
62	1582
62	2538
62	1592
62	2073
63	2560
63	1672
63	1586
63	2254
63	1611
64	2560
64	1586
64	2254
65	1938
65	2470
65	2964
65	1176
65	1675
65	1719
65	184
65	402
66	1076
66	3218
66	1083
66	313
66	2890
66	1939
67	2890
67	313
67	1083
68	595
68	1259
68	3018
68	2116
68	3036
68	49
68	1614
68	3039
68	1421
69	2418
69	2057
69	3168
70	1292
70	2371
70	863
70	2633
70	420
70	1250
70	2103
71	2265
71	546
71	834
71	3419
71	2437
71	1199
71	1510
71	31
71	1387
72	834
72	2437
72	2099
72	1510
72	1387
73	2265
73	834
73	2437
73	1387
74	2265
74	546
74	3419
74	1199
74	1510
74	31
75	2099
75	1510
75	31
76	3419
76	1387
77	1804
77	3189
78	2854
78	701
78	3392
79	3392
79	1921
79	1692
79	701
79	2854
79	2084
79	2592
79	1596
79	2591
79	1554
80	1491
80	493
80	494
80	1505
80	3270
81	3270
81	1505
81	494
81	493
81	1491
81	2991
81	3148
82	723
82	2654
82	251
83	1983
83	847
83	276
84	2429
84	2654
84	251
85	1983
85	276
86	622
86	1527
86	2104
86	1153
86	1101
86	72
86	2803
87	72
87	1153
88	2104
88	1527
89	2803
89	72
89	1101
89	1153
89	622
90	2974
90	926
90	1817
90	464
91	2974
91	2
91	2073
91	124
91	926
91	1817
91	224
91	464
92	1583
92	1170
92	1083
92	2013
92	1261
93	2352
93	1083
93	104
94	1583
94	1170
94	2013
94	1381
94	1261
95	428
95	1980
95	3263
96	455
96	2147
97	70
97	2273
98	3312
98	2503
98	2410
98	2625
98	3369
98	3000
98	557
99	2633
99	1107
100	1625
100	2712
100	2381
100	1107
100	219
101	831
101	1199
102	1199
102	768
102	992
102	831
102	2152
103	2152
103	992
104	28
104	3442
104	2019
104	378
105	1914
105	3249
106	3005
106	1588
107	2938
107	185
108	359
108	1286
109	1950
109	1095
110	392
110	1095
110	1950
110	2304
110	3207
110	2256
111	127
111	1746
112	127
112	324
113	1035
113	1110
114	1960
114	168
115	688
115	1848
116	1848
116	688
116	1822
117	1434
117	2866
117	390
117	1816
117	1142
117	2169
117	3170
117	520
117	916
118	916
118	520
118	2169
118	2866
118	1434
119	2184
119	1837
120	3176
120	2957
120	16
121	1374
121	178
121	889
122	178
122	1374
123	66
123	703
123	1431
123	286
123	1301
123	2617
124	66
124	703
124	1431
124	286
124	1301
124	2617
124	165
125	2656
125	2692
125	424
126	2110
126	2600
126	3336
127	2103
127	2289
127	1559
128	1559
128	2763
128	2289
128	2103
129	2289
129	2763
130	704
130	627
131	627
131	970
131	704
132	1363
132	1248
133	960
133	2140
133	1246
133	1469
133	3321
133	1701
133	2703
134	2703
134	3321
134	1246
134	960
135	1710
135	1319
135	1467
136	277
136	1467
136	2995
136	1319
136	1710
136	1413
136	3079
137	3056
137	1409
137	2726
137	1106
137	3080
137	1089
137	2663
138	3056
138	1409
138	2726
138	3080
138	1089
138	2663
139	3436
139	95
139	1088
139	2787
139	1209
140	2574
140	1605
140	3365
140	775
140	250
140	879
141	879
141	775
141	1605
142	1243
142	2548
142	507
142	405
142	2532
143	1616
143	2189
143	1898
143	645
143	1275
144	1984
144	2073
144	1275
144	645
144	1898
144	1381
144	2189
144	1616
144	866
145	866
145	1381
146	1661
146	1162
147	2595
147	3368
147	771
147	548
147	1299
147	1874
147	2602
148	1274
148	1748
148	2954
148	583
148	455
148	408
149	2399
149	1752
149	2349
149	1983
149	609
149	2416
149	2422
150	2545
150	2555
150	1206
150	881
150	12
150	1499
150	1599
151	2851
151	180
152	895
152	3266
152	2480
153	1316
153	1510
153	1503
153	2938
154	1510
154	2938
155	64
155	3063
155	1248
155	2209
155	3237
155	80
156	970
156	3166
157	3166
157	80
157	3237
157	970
157	2209
157	1248
157	3063
157	64
158	1350
158	463
159	1437
159	961
159	348
160	463
160	961
160	348
161	961
161	348
162	1121
162	861
162	2869
162	519
163	519
163	2869
163	1121
164	519
164	2869
165	384
165	2208
166	3185
166	2579
167	806
167	2420
167	1220
167	2213
168	114
168	853
168	1077
169	3102
169	889
169	6
169	420
170	2117
170	384
170	2931
171	2946
171	2423
172	1270
172	2726
172	2965
173	131
173	3231
173	140
174	2111
174	528
175	3084
175	1400
175	3083
176	3084
176	2545
176	1400
176	3083
176	2792
177	3227
177	2011
178	401
178	3065
178	2736
178	1858
179	2877
179	1858
180	1357
180	2855
181	2855
181	1357
181	1432
181	2656
182	2656
182	1357
182	2855
183	1184
183	1827
183	1852
183	1075
183	545
183	436
183	717
184	3284
184	316
185	316
185	2122
186	3385
186	3384
187	3385
187	260
187	2788
187	3384
188	3052
188	1640
189	1578
189	2597
190	1630
190	2248
190	1640
190	2597
190	3057
190	3052
190	1578
190	3271
191	2863
191	1185
192	2820
192	2512
193	2996
193	2512
193	2820
193	2233
193	1102
194	1102
194	2996
195	1348
195	1957
196	1759
196	1348
196	1957
197	1957
197	1348
197	1787
197	2711
197	998
197	1759
198	2285
198	858
198	726
199	442
199	2081
200	442
200	2604
201	2081
201	2604
201	442
202	780
202	2147
202	2499
203	2499
203	2147
203	780
203	1394
204	1757
204	2088
205	455
205	1399
205	2492
205	1701
205	376
205	814
205	970
205	3220
206	3220
206	970
206	814
206	376
206	2492
206	1399
206	455
207	1233
207	2134
208	2134
208	1008
208	1233
209	172
209	1788
209	1052
209	15
210	1195
210	3123
210	2120
210	2156
210	3267
210	2421
211	373
211	1742
211	984
211	1806
211	1873
211	3397
211	1731
211	3398
211	2912
212	2912
212	3398
212	1873
212	1806
212	1742
212	373
213	1731
213	3397
213	984
214	3076
214	322
215	1861
215	1116
216	2403
216	3226
216	399
217	1871
217	1199
217	2034
218	2762
218	973
218	744
218	3101
219	2762
219	973
219	744
220	2635
220	1047
220	1858
221	2635
221	1858
222	1858
222	1047
222	2635
222	820
223	2932
223	170
224	2308
224	170
225	2308
225	1969
225	3297
226	1549
226	695
227	857
227	2767
228	153
228	857
228	2767
228	2308
228	1969
228	3297
229	1236
229	1355
230	2990
230	3074
230	380
230	1537
230	37
230	1252
230	329
230	936
230	1746
231	1537
231	2990
232	449
232	271
233	271
233	1008
233	514
233	218
233	1855
233	2128
233	449
233	2151
233	146
234	514
234	1008
235	2891
235	2612
236	1909
236	824
236	148
236	3465
237	1514
237	648
238	2611
238	37
238	2334
238	1514
238	648
239	648
239	1514
239	420
239	2334
239	2808
239	1167
239	37
239	2611
240	2523
240	1881
240	1654
241	2902
241	677
241	835
241	1455
241	3240
241	1873
241	264
241	2987
241	2370
241	2663
242	1996
242	2687
243	40
243	326
244	2687
244	1996
244	326
244	40
245	1324
245	2853
246	220
246	2853
247	2633
247	9
248	2633
248	9
248	2127
249	2127
249	9
249	3342
249	2633
250	697
250	826
251	1096
251	1839
252	3376
252	1065
252	697
253	722
253	1691
254	2633
254	179
255	1924
255	558
255	2837
255	933
256	1924
256	558
256	2837
257	1966
257	1948
258	1451
258	77
258	195
259	77
259	1966
259	1948
260	2521
260	1609
261	2110
261	2201
262	429
262	1945
262	726
262	3036
263	1497
263	1936
263	2457
263	707
263	1685
264	1745
264	497
265	945
265	2533
265	329
266	2661
266	1924
266	1
266	3174
266	2147
266	2340
266	236
266	853
267	605
267	2534
268	1594
268	2534
269	925
269	2440
269	2058
269	952
269	1027
270	952
270	2058
271	2816
271	3177
272	1881
272	2922
272	1949
272	2813
272	2545
272	281
272	3421
272	2850
272	2549
272	137
273	281
273	2922
273	1881
274	3337
274	2682
275	1875
275	1077
275	455
276	455
276	1077
276	1875
276	543
276	1428
276	11
276	3290
276	668
277	1857
277	553
278	1750
278	380
279	3062
279	2664
280	2594
280	2671
281	2340
281	291
282	1441
282	1022
282	316
282	1503
283	35
283	3112
283	154
284	154
284	3112
284	35
284	2383
284	1386
284	3181
284	1067
284	2089
284	3235
285	2353
285	1496
286	2353
286	3058
286	1496
286	1456
287	1456
287	1496
287	3058
287	2353
287	2264
288	2633
288	635
288	1250
288	1378
289	2438
289	2425
289	3495
289	3325
290	3133
290	1618
290	2587
291	2366
291	1704
292	330
292	2881
293	2587
293	2881
293	1704
293	1338
293	2366
293	1618
293	330
293	3133
293	2742
294	2621
294	1241
294	1955
294	1881
295	1409
295	2653
296	1965
296	2251
297	1965
297	1334
297	2983
298	1201
298	3126
299	1201
299	3050
299	2794
299	3126
300	3371
300	2832
300	1628
300	1904
300	1094
300	2705
301	3371
301	1628
301	1094
301	2705
302	3069
302	509
302	1749
302	1059
302	1258
303	1258
303	1059
303	1749
303	3069
304	1011
304	1907
304	898
304	2445
304	1730
305	1730
305	1140
305	2445
305	898
305	1907
305	1011
306	915
306	921
306	3132
306	50
307	332
307	921
307	3132
307	50
308	915
308	332
309	1227
309	2043
309	877
309	2001
309	804
310	1436
310	1227
310	2043
310	2001
311	2110
311	1476
311	2878
311	689
311	2597
311	329
311	39
311	404
311	2669
311	1372
312	1107
312	2884
312	2340
312	736
312	1569
312	81
312	64
313	3380
313	1636
313	3379
313	3378
313	659
313	934
314	3380
314	1636
314	3379
314	3378
315	319
315	102
316	2780
316	19
317	2780
317	19
317	36
318	2545
318	3111
318	1812
319	2922
319	1999
319	1055
320	2411
320	2922
320	1999
320	2517
320	1055
321	2290
321	1393
322	1058
322	2290
322	1393
322	284
323	712
323	2774
323	162
323	2040
324	712
324	2774
324	162
324	2040
325	1249
325	989
325	2095
326	2028
326	1747
327	1249
327	2028
327	1747
327	989
327	2095
328	2214
328	3275
328	2369
328	3229
328	1866
328	686
328	935
329	1335
329	2162
329	2356
329	449
329	3294
329	129
329	1842
329	1003
329	1070
329	82
330	129
330	449
331	3294
331	2162
332	938
332	603
333	1880
333	2347
334	596
334	625
335	919
335	2226
336	2179
336	2323
337	115
337	1560
338	1784
338	784
338	842
339	3255
339	741
340	2073
340	1659
340	648
340	1462
340	2200
340	2893
341	2096
341	2627
342	3045
342	1679
342	86
343	1522
343	86
343	1679
343	3224
343	3045
344	2857
344	1968
344	2149
345	1968
345	2857
346	3066
346	2868
346	3361
346	2543
346	3032
347	1783
347	420
347	128
347	1517
348	420
348	1783
349	3331
349	1550
350	2350
350	3422
350	927
350	3313
351	1540
351	3423
351	2468
352	69
352	970
352	3131
352	2268
352	2554
352	672
352	3073
353	1453
353	142
354	142
354	1830
355	3006
355	2606
356	817
356	1868
356	2606
356	1503
356	2086
356	3006
356	2079
356	1240
357	1257
357	1027
357	1293
357	1783
358	986
358	752
359	684
359	3473
360	986
360	1719
361	3141
361	3236
362	750
362	1986
362	2755
363	750
363	1201
364	1986
364	2755
365	988
365	3091
366	2914
366	3091
366	988
367	2271
367	2642
368	3294
368	2073
369	2916
369	2330
369	430
369	1399
369	362
369	1521
369	1001
369	2898
370	228
370	850
370	695
371	850
371	695
372	2749
372	1942
373	3461
373	2908
373	2487
374	1108
374	2487
374	1235
374	941
374	2908
374	3461
374	3262
374	3153
375	2798
375	1080
375	1201
376	1201
376	1080
377	1998
377	1751
377	1228
377	556
378	3470
378	1202
379	1082
379	1033
380	1984
380	2451
381	534
381	358
381	363
382	534
382	358
383	164
383	1622
383	2216
383	512
383	584
384	1762
384	2909
384	2730
385	1181
385	2921
386	2805
386	2909
387	682
387	1099
387	2093
387	1976
388	1700
388	262
388	89
388	618
388	2984
389	1700
389	89
390	406
390	618
390	2638
391	2509
391	623
392	2203
392	2740
392	2773
392	463
392	1395
393	3304
393	1463
393	2979
394	3119
394	1455
394	2286
394	3078
394	2505
394	2427
394	1148
394	1755
395	1755
395	1148
395	2427
395	2505
395	2286
395	3119
396	2652
396	1383
396	2285
396	3308
396	669
396	3200
397	3341
397	1985
397	2483
397	1481
398	2483
398	1985
398	3341
399	666
399	853
399	2958
399	843
399	2659
400	2205
400	1306
400	3300
400	2260
401	2504
401	1732
402	1732
402	2719
402	2504
402	2260
402	3300
402	1306
402	2205
403	1477
403	1352
403	1270
404	312
404	2814
404	682
405	1984
405	1477
405	1352
405	1270
405	2795
406	2123
406	22
407	1834
407	2408
408	1124
408	2938
409	111
409	2938
410	3403
410	1124
410	111
410	2699
410	1044
410	2938
411	2100
411	2684
412	2767
412	2139
412	819
412	1756
412	1671
413	1598
413	2543
413	1463
414	1463
414	1671
414	2543
414	1756
414	1598
414	819
414	2139
414	2767
415	1179
415	2430
416	2322
416	240
416	2649
417	1807
417	71
418	671
418	1823
418	3489
419	287
419	2885
420	420
420	2500
421	2543
421	394
422	452
422	1553
423	1553
423	2829
424	2218
424	785
425	3483
425	3087
426	3087
426	412
426	2608
426	1328
427	1761
427	51
427	1486
428	3426
428	2147
428	1992
428	237
428	1
428	1297
428	853
428	2928
428	2543
428	3109
429	3109
429	2543
429	853
429	1297
429	1
429	237
429	1992
429	2147
430	212
430	67
431	3119
431	2003
431	1711
431	3040
431	1006
432	125
432	2142
433	125
433	1543
434	1186
434	1519
435	1478
435	1604
436	2302
436	314
437	2690
437	2263
437	3242
437	2194
437	2666
438	2690
438	3242
438	1196
438	2666
439	1056
439	3410
439	788
439	3411
439	3412
439	3413
439	454
439	278
439	2017
439	3414
440	3414
440	454
440	3412
441	3411
441	1056
442	2343
442	998
443	3220
443	970
443	2568
443	210
443	5
444	299
444	782
444	1418
445	2809
445	3460
445	2765
445	2576
446	3279
446	2567
446	2041
447	1427
447	333
448	1953
448	527
449	292
449	1953
449	527
450	1741
450	1333
451	1822
451	995
452	2143
452	1333
453	1741
453	1725
454	1932
454	1014
454	3020
455	3020
455	1932
456	2582
456	1285
457	2701
457	1165
457	747
457	112
458	476
458	1439
458	2701
458	926
459	1777
459	991
459	2346
460	2073
460	102
460	1372
460	1248
461	1553
461	1248
461	1372
461	102
461	2073
461	2163
462	85
462	320
462	3347
463	637
463	1016
464	855
464	3355
464	293
464	3356
464	1736
465	2761
465	223
466	3459
466	3053
467	3459
467	1735
468	876
468	3053
469	2643
469	1735
470	2206
470	222
471	1735
471	2206
471	222
472	3359
472	2526
472	1645
473	3359
473	1183
473	1645
474	2526
474	1746
475	68
475	2303
476	654
476	269
476	3206
476	97
477	917
477	607
477	2624
477	1384
477	3220
477	410
477	1107
478	2515
478	3220
479	2640
479	1005
479	3211
479	1289
479	2539
479	2304
479	1975
479	680
479	782
480	680
480	2539
480	3211
481	2038
481	767
482	2287
482	3457
482	3253
483	2287
483	3253
484	3191
484	616
485	1752
485	717
485	2505
485	76
485	2965
485	2663
485	1664
485	1499
486	1080
486	1818
486	1769
486	168
487	2828
487	1509
488	2076
488	1881
488	3256
488	3298
488	1961
489	1881
489	280
489	3298
489	1961
490	1961
490	3298
490	280
490	3256
490	1881
490	2076
490	1025
491	1297
491	1189
492	2968
492	3178
492	2724
492	716
493	409
493	1099
494	2968
494	3178
494	1099
494	2724
494	716
495	123
495	3392
495	2818
496	1105
496	2348
496	2498
496	1362
497	1362
497	3391
497	2498
497	2348
497	1105
497	2818
497	3392
497	123
498	3295
498	236
498	2903
498	3026
498	1680
498	308
498	1297
499	1222
499	2535
500	1222
500	149
501	1977
501	451
501	1433
501	1663
501	370
502	370
502	1663
502	1977
503	2905
503	2422
504	2540
504	1589
505	2138
505	1824
506	883
506	2633
506	2289
506	1559
506	2255
506	2103
506	870
506	1295
507	718
507	3129
507	1452
508	1452
508	3129
508	1950
508	718
509	2594
509	745
509	2110
510	987
510	585
510	3202
510	438
511	552
511	2868
512	2686
512	2300
512	2298
512	1872
512	1768
513	16
513	243
514	2686
514	2300
514	1872
515	2298
515	1768
516	462
516	1734
516	236
516	1518
516	1360
517	2303
517	342
517	614
517	621
517	380
518	621
518	342
